"country_region","semana","casos_semana","crescimento_pct_wow"
"Afghanistan","2020-01-20","0",NULL
"Afghanistan","2020-01-27","0",NULL
"Afghanistan","2020-02-03","0",NULL
"Afghanistan","2020-02-10","0",NULL
"Afghanistan","2020-02-17","0",NULL
"Afghanistan","2020-02-24","1",NULL
"Afghanistan","2020-03-02","3","200.00"
"Afghanistan","2020-03-09","12","300.00"
"Afghanistan","2020-03-16","24","100.00"
"Afghanistan","2020-03-23","80","233.33"
"Afghanistan","2020-03-30","229","186.25"
"Afghanistan","2020-04-06","258","12.66"
"Afghanistan","2020-04-13","389","50.78"
"Afghanistan","2020-04-20","535","37.53"
"Afghanistan","2020-04-27","1173","119.25"
"Afghanistan","2020-05-04","1698","44.76"
"Afghanistan","2020-05-11","2262","33.22"
"Afghanistan","2020-05-18","3918","73.21"
"Afghanistan","2020-05-25","4623","17.99"
"Afghanistan","2020-06-01","5137","11.12"
"Afghanistan","2020-06-08","4424","-13.88"
"Afghanistan","2020-06-15","4067","-8.07"
"Afghanistan","2020-06-22","2134","-47.53"
"Afghanistan","2020-06-29","1984","-7.03"
"Afghanistan","2020-07-06","1500","-24.40"
"Afghanistan","2020-07-13","1024","-31.73"
"Afghanistan","2020-07-20","682","-33.40"
"Afghanistan","2020-07-27","106","-84.46"
"Albania","2020-01-20","0",NULL
"Albania","2020-01-27","0",NULL
"Albania","2020-02-03","0",NULL
"Albania","2020-02-10","0",NULL
"Albania","2020-02-17","0",NULL
"Albania","2020-02-24","0",NULL
"Albania","2020-03-02","0",NULL
"Albania","2020-03-09","42",NULL
"Albania","2020-03-16","47","11.90"
"Albania","2020-03-23","123","161.70"
"Albania","2020-03-30","149","21.14"
"Albania","2020-04-06","85","-42.95"
"Albania","2020-04-13","116","36.47"
"Albania","2020-04-20","164","41.38"
"Albania","2020-04-27","69","-57.93"
"Albania","2020-05-04","73","5.80"
"Albania","2020-05-11","78","6.85"
"Albania","2020-05-18","52","-33.33"
"Albania","2020-05-25","139","167.31"
"Albania","2020-06-01","109","-21.58"
"Albania","2020-06-08","275","152.29"
"Albania","2020-06-15","441","60.36"
"Albania","2020-06-22","440","-0.23"
"Albania","2020-06-29","491","11.59"
"Albania","2020-07-06","561","14.26"
"Albania","2020-07-13","636","13.37"
"Albania","2020-07-20","673","5.82"
"Albania","2020-07-27","117","-82.62"
"Algeria","2020-01-20","0",NULL
"Algeria","2020-01-27","0",NULL
"Algeria","2020-02-03","0",NULL
"Algeria","2020-02-10","0",NULL
"Algeria","2020-02-17","0",NULL
"Algeria","2020-02-24","1",NULL
"Algeria","2020-03-02","18","1700.00"
"Algeria","2020-03-09","29","61.11"
"Algeria","2020-03-16","153","427.59"
"Algeria","2020-03-23","310","102.61"
"Algeria","2020-03-30","809","160.97"
"Algeria","2020-04-06","594","-26.58"
"Algeria","2020-04-13","715","20.37"
"Algeria","2020-04-20","753","5.31"
"Algeria","2020-04-27","1092","45.02"
"Algeria","2020-05-04","1249","14.38"
"Algeria","2020-05-11","1296","3.76"
"Algeria","2020-05-18","1287","-0.69"
"Algeria","2020-05-25","1088","-15.46"
"Algeria","2020-06-01","760","-30.15"
"Algeria","2020-06-08","765","0.66"
"Algeria","2020-06-15","852","11.37"
"Algeria","2020-06-22","1502","76.29"
"Algeria","2020-06-29","2668","77.63"
"Algeria","2020-07-06","3254","21.96"
"Algeria","2020-07-13","3889","19.51"
"Algeria","2020-07-20","4273","9.87"
"Algeria","2020-07-27","616","-85.58"
"Andorra","2020-01-20","0",NULL
"Andorra","2020-01-27","0",NULL
"Andorra","2020-02-03","0",NULL
"Andorra","2020-02-10","0",NULL
"Andorra","2020-02-17","0",NULL
"Andorra","2020-02-24","0",NULL
"Andorra","2020-03-02","1",NULL
"Andorra","2020-03-09","0","-100.00"
"Andorra","2020-03-16","112",NULL
"Andorra","2020-03-23","221","97.32"
"Andorra","2020-03-30","167","-24.43"
"Andorra","2020-04-06","137","-17.96"
"Andorra","2020-04-13","75","-45.26"
"Andorra","2020-04-20","25","-66.67"
"Andorra","2020-04-27","10","-60.00"
"Andorra","2020-05-04","7","-30.00"
"Andorra","2020-05-11","6","-14.29"
"Andorra","2020-05-18","1","-83.33"
"Andorra","2020-05-25","2","100.00"
"Andorra","2020-06-01","88","4300.00"
"Andorra","2020-06-08","1","-98.86"
"Andorra","2020-06-15","2","100.00"
"Andorra","2020-06-22","0","-100.00"
"Andorra","2020-06-29","0",NULL
"Andorra","2020-07-06","0",NULL
"Andorra","2020-07-13","25",NULL
"Andorra","2020-07-20","17","-32.00"
"Andorra","2020-07-27","10","-41.18"
"Angola","2020-01-20","0",NULL
"Angola","2020-01-27","0",NULL
"Angola","2020-02-03","0",NULL
"Angola","2020-02-10","0",NULL
"Angola","2020-02-17","0",NULL
"Angola","2020-02-24","0",NULL
"Angola","2020-03-02","0",NULL
"Angola","2020-03-09","0",NULL
"Angola","2020-03-16","2",NULL
"Angola","2020-03-23","5","150.00"
"Angola","2020-03-30","7","40.00"
"Angola","2020-04-06","5","-28.57"
"Angola","2020-04-13","5","0.00"
"Angola","2020-04-20","2","-60.00"
"Angola","2020-04-27","9","350.00"
"Angola","2020-05-04","10","11.11"
"Angola","2020-05-11","3","-70.00"
"Angola","2020-05-18","21","600.00"
"Angola","2020-05-25","17","-19.05"
"Angola","2020-06-01","5","-70.59"
"Angola","2020-06-08","49","880.00"
"Angola","2020-06-15","43","-12.24"
"Angola","2020-06-22","84","95.35"
"Angola","2020-06-29","79","-5.95"
"Angola","2020-07-06","160","102.53"
"Angola","2020-07-13","199","24.38"
"Angola","2020-07-20","227","14.07"
"Angola","2020-07-27","18","-92.07"
"Antigua and Barbuda","2020-01-20","0",NULL
"Antigua and Barbuda","2020-01-27","0",NULL
"Antigua and Barbuda","2020-02-03","0",NULL
"Antigua and Barbuda","2020-02-10","0",NULL
"Antigua and Barbuda","2020-02-17","0",NULL
"Antigua and Barbuda","2020-02-24","0",NULL
"Antigua and Barbuda","2020-03-02","0",NULL
"Antigua and Barbuda","2020-03-09","1",NULL
"Antigua and Barbuda","2020-03-16","0","-100.00"
"Antigua and Barbuda","2020-03-23","6",NULL
"Antigua and Barbuda","2020-03-30","8","33.33"
"Antigua and Barbuda","2020-04-06","6","-25.00"
"Antigua and Barbuda","2020-04-13","2","-66.67"
"Antigua and Barbuda","2020-04-20","1","-50.00"
"Antigua and Barbuda","2020-04-27","1","0.00"
"Antigua and Barbuda","2020-05-04","0","-100.00"
"Antigua and Barbuda","2020-05-11","0",NULL
"Antigua and Barbuda","2020-05-18","0",NULL
"Antigua and Barbuda","2020-05-25","1",NULL
"Antigua and Barbuda","2020-06-01","0","-100.00"
"Antigua and Barbuda","2020-06-08","0",NULL
"Antigua and Barbuda","2020-06-15","0",NULL
"Antigua and Barbuda","2020-06-22","43",NULL
"Antigua and Barbuda","2020-06-29","0","-100.00"
"Antigua and Barbuda","2020-07-06","6",NULL
"Antigua and Barbuda","2020-07-13","2","-66.67"
"Antigua and Barbuda","2020-07-20","6","200.00"
"Antigua and Barbuda","2020-07-27","4","-33.33"
"Argentina","2020-01-20","0",NULL
"Argentina","2020-01-27","0",NULL
"Argentina","2020-02-03","0",NULL
"Argentina","2020-02-10","0",NULL
"Argentina","2020-02-17","0",NULL
"Argentina","2020-02-24","0",NULL
"Argentina","2020-03-02","12",NULL
"Argentina","2020-03-09","33","175.00"
"Argentina","2020-03-16","221","569.70"
"Argentina","2020-03-23","479","116.74"
"Argentina","2020-03-30","706","47.39"
"Argentina","2020-04-06","691","-2.12"
"Argentina","2020-04-13","697","0.87"
"Argentina","2020-04-20","1053","51.08"
"Argentina","2020-04-27","891","-15.38"
"Argentina","2020-05-04","1251","40.40"
"Argentina","2020-05-11","2034","62.59"
"Argentina","2020-05-18","4008","97.05"
"Argentina","2020-05-25","4775","19.14"
"Argentina","2020-06-01","5943","24.46"
"Argentina","2020-06-08","8783","47.79"
"Argentina","2020-06-15","11208","27.61"
"Argentina","2020-06-22","17148","53.00"
"Argentina","2020-06-29","17882","4.28"
"Argentina","2020-07-06","22351","24.99"
"Argentina","2020-07-13","26589","18.96"
"Argentina","2020-07-20","35771","34.53"
"Argentina","2020-07-27","4890","-86.33"
"Armenia","2020-01-20","0",NULL
"Armenia","2020-01-27","0",NULL
"Armenia","2020-02-03","0",NULL
"Armenia","2020-02-10","0",NULL
"Armenia","2020-02-17","0",NULL
"Armenia","2020-02-24","1",NULL
"Armenia","2020-03-02","0","-100.00"
"Armenia","2020-03-09","25",NULL
"Armenia","2020-03-16","168","572.00"
"Armenia","2020-03-23","230","36.90"
"Armenia","2020-03-30","398","73.04"
"Armenia","2020-04-06","191","-52.01"
"Armenia","2020-04-13","278","45.55"
"Armenia","2020-04-20","455","63.67"
"Armenia","2020-04-27","640","40.66"
"Armenia","2020-05-04","927","44.84"
"Armenia","2020-05-11","1159","25.03"
"Armenia","2020-05-18","2189","88.87"
"Armenia","2020-05-25","2621","19.74"
"Armenia","2020-06-01","3848","46.81"
"Armenia","2020-06-08","3537","-8.08"
"Armenia","2020-06-15","3601","1.81"
"Armenia","2020-06-22","4377","21.55"
"Armenia","2020-06-29","3961","-9.50"
"Armenia","2020-07-06","3363","-15.10"
"Armenia","2020-07-13","2908","-13.53"
"Armenia","2020-07-20","2440","-16.09"
"Armenia","2020-07-27","73","-97.01"
"Australia","2020-01-20","4",NULL
"Australia","2020-01-27","8","100.00"
"Australia","2020-02-03","3","-62.50"
"Australia","2020-02-10","0","-100.00"
"Australia","2020-02-17","0",NULL
"Australia","2020-02-24","12",NULL
"Australia","2020-03-02","49","308.33"
"Australia","2020-03-09","221","351.02"
"Australia","2020-03-16","1252","466.52"
"Australia","2020-03-23","2435","94.49"
"Australia","2020-03-30","1703","-30.06"
"Australia","2020-04-06","628","-63.12"
"Australia","2020-04-13","295","-53.03"
"Australia","2020-04-20","104","-64.75"
"Australia","2020-04-27","108","3.85"
"Australia","2020-05-04","126","16.67"
"Australia","2020-05-11","106","-15.87"
"Australia","2020-05-18","60","-43.40"
"Australia","2020-05-25","88","46.67"
"Australia","2020-06-01","63","-28.41"
"Australia","2020-06-08","70","11.11"
"Australia","2020-06-15","139","98.57"
"Australia","2020-06-22","290","108.63"
"Australia","2020-06-29","819","182.41"
"Australia","2020-07-06","1397","70.57"
"Australia","2020-07-13","2089","49.53"
"Australia","2020-07-20","2866","37.19"
"Australia","2020-07-27","368","-87.16"
"Austria","2020-01-20","0",NULL
"Austria","2020-01-27","0",NULL
"Austria","2020-02-03","0",NULL
"Austria","2020-02-10","0",NULL
"Austria","2020-02-17","0",NULL
"Austria","2020-02-24","14",NULL
"Austria","2020-03-02","90","542.86"
"Austria","2020-03-09","756","740.00"
"Austria","2020-03-16","2722","260.05"
"Austria","2020-03-23","5206","91.26"
"Austria","2020-03-30","3263","-37.32"
"Austria","2020-04-06","1894","-41.96"
"Austria","2020-04-13","804","-57.55"
"Austria","2020-04-20","476","-40.80"
"Austria","2020-04-27","372","-21.85"
"Austria","2020-05-04","274","-26.34"
"Austria","2020-05-11","371","35.40"
"Austria","2020-05-18","261","-29.65"
"Austria","2020-05-25","228","-12.64"
"Austria","2020-06-01","171","-25.00"
"Austria","2020-06-08","207","21.05"
"Austria","2020-06-15","232","12.08"
"Austria","2020-06-22","313","34.91"
"Austria","2020-06-29","626","100.00"
"Austria","2020-07-06","617","-1.44"
"Austria","2020-07-13","758","22.85"
"Austria","2020-07-20","817","7.78"
"Austria","2020-07-27","86","-89.47"
"Azerbaijan","2020-01-20","0",NULL
"Azerbaijan","2020-01-27","0",NULL
"Azerbaijan","2020-02-03","0",NULL
"Azerbaijan","2020-02-10","0",NULL
"Azerbaijan","2020-02-17","0",NULL
"Azerbaijan","2020-02-24","3",NULL
"Azerbaijan","2020-03-02","6","100.00"
"Azerbaijan","2020-03-09","14","133.33"
"Azerbaijan","2020-03-16","42","200.00"
"Azerbaijan","2020-03-23","144","242.86"
"Azerbaijan","2020-03-30","375","160.42"
"Azerbaijan","2020-04-06","514","37.07"
"Azerbaijan","2020-04-13","300","-41.63"
"Azerbaijan","2020-04-20","247","-17.67"
"Azerbaijan","2020-04-27","287","16.19"
"Azerbaijan","2020-05-04","587","104.53"
"Azerbaijan","2020-05-11","755","28.62"
"Azerbaijan","2020-05-18","848","12.32"
"Azerbaijan","2020-05-25","1372","61.79"
"Azerbaijan","2020-06-01","2059","50.07"
"Azerbaijan","2020-06-08","2404","16.76"
"Azerbaijan","2020-06-15","2772","15.31"
"Azerbaijan","2020-06-22","3695","33.30"
"Azerbaijan","2020-06-29","3900","5.55"
"Azerbaijan","2020-07-06","3717","-4.69"
"Azerbaijan","2020-07-13","3480","-6.38"
"Azerbaijan","2020-07-20","2529","-27.33"
"Azerbaijan","2020-07-27","396","-84.34"
"Bahamas","2020-01-20","0",NULL
"Bahamas","2020-01-27","0",NULL
"Bahamas","2020-02-03","0",NULL
"Bahamas","2020-02-10","0",NULL
"Bahamas","2020-02-17","0",NULL
"Bahamas","2020-02-24","0",NULL
"Bahamas","2020-03-02","0",NULL
"Bahamas","2020-03-09","0",NULL
"Bahamas","2020-03-16","4",NULL
"Bahamas","2020-03-23","7","75.00"
"Bahamas","2020-03-30","17","142.86"
"Bahamas","2020-04-06","18","5.88"
"Bahamas","2020-04-13","9","-50.00"
"Bahamas","2020-04-20","25","177.78"
"Bahamas","2020-04-27","3","-88.00"
"Bahamas","2020-05-04","9","200.00"
"Bahamas","2020-05-11","4","-55.56"
"Bahamas","2020-05-18","4","0.00"
"Bahamas","2020-05-25","2","-50.00"
"Bahamas","2020-06-01","1","-50.00"
"Bahamas","2020-06-08","0","-100.00"
"Bahamas","2020-06-15","1",NULL
"Bahamas","2020-06-22","0","-100.00"
"Bahamas","2020-06-29","0",NULL
"Bahamas","2020-07-06","7",NULL
"Bahamas","2020-07-13","42","500.00"
"Bahamas","2020-07-20","189","350.00"
"Bahamas","2020-07-27","40","-78.84"
"Bahrain","2020-01-20","0",NULL
"Bahrain","2020-01-27","0",NULL
"Bahrain","2020-02-03","0",NULL
"Bahrain","2020-02-10","0",NULL
"Bahrain","2020-02-17","0",NULL
"Bahrain","2020-02-24","47",NULL
"Bahrain","2020-03-02","38","-19.15"
"Bahrain","2020-03-09","129","239.47"
"Bahrain","2020-03-16","120","-6.98"
"Bahrain","2020-03-23","165","37.50"
"Bahrain","2020-03-30","201","21.82"
"Bahrain","2020-04-06","436","116.92"
"Bahrain","2020-04-13","745","70.87"
"Bahrain","2020-04-20","766","2.82"
"Bahrain","2020-04-27","736","-3.92"
"Bahrain","2020-05-04","1558","111.68"
"Bahrain","2020-05-11","2015","29.33"
"Bahrain","2020-05-18","2182","8.29"
"Bahrain","2020-05-25","2260","3.57"
"Bahrain","2020-06-01","3365","48.89"
"Bahrain","2020-06-08","3464","2.94"
"Bahrain","2020-06-15","3537","2.11"
"Bahrain","2020-06-22","3941","11.42"
"Bahrain","2020-06-29","3662","-7.08"
"Bahrain","2020-07-06","3574","-2.40"
"Bahrain","2020-07-13","3481","-2.60"
"Bahrain","2020-07-20","2709","-22.18"
"Bahrain","2020-07-27","351","-87.04"
"Bangladesh","2020-01-20","0",NULL
"Bangladesh","2020-01-27","0",NULL
"Bangladesh","2020-02-03","0",NULL
"Bangladesh","2020-02-10","0",NULL
"Bangladesh","2020-02-17","0",NULL
"Bangladesh","2020-02-24","0",NULL
"Bangladesh","2020-03-02","3",NULL
"Bangladesh","2020-03-09","2","-33.33"
"Bangladesh","2020-03-16","22","1000.00"
"Bangladesh","2020-03-23","21","-4.55"
"Bangladesh","2020-03-30","40","90.48"
"Bangladesh","2020-04-06","533","1232.50"
"Bangladesh","2020-04-13","1835","244.28"
"Bangladesh","2020-04-20","2960","61.31"
"Bangladesh","2020-04-27","4039","36.45"
"Bangladesh","2020-05-04","5202","28.79"
"Bangladesh","2020-05-11","7611","46.31"
"Bangladesh","2020-05-18","11342","49.02"
"Bangladesh","2020-05-25","13543","19.41"
"Bangladesh","2020-06-01","18616","37.46"
"Bangladesh","2020-06-08","21751","16.84"
"Bangladesh","2020-06-15","24786","13.95"
"Bangladesh","2020-06-22","25481","2.80"
"Bangladesh","2020-06-29","24630","-3.34"
"Bangladesh","2020-07-06","21378","-13.20"
"Bangladesh","2020-07-13","20730","-3.03"
"Bangladesh","2020-07-20","18928","-8.69"
"Bangladesh","2020-07-27","2772","-85.36"
"Barbados","2020-01-20","0",NULL
"Barbados","2020-01-27","0",NULL
"Barbados","2020-02-03","0",NULL
"Barbados","2020-02-10","0",NULL
"Barbados","2020-02-17","0",NULL
"Barbados","2020-02-24","0",NULL
"Barbados","2020-03-02","0",NULL
"Barbados","2020-03-09","0",NULL
"Barbados","2020-03-16","14",NULL
"Barbados","2020-03-23","19","35.71"
"Barbados","2020-03-30","23","21.05"
"Barbados","2020-04-06","15","-34.78"
"Barbados","2020-04-13","4","-73.33"
"Barbados","2020-04-20","4","0.00"
"Barbados","2020-04-27","3","-25.00"
"Barbados","2020-05-04","2","-33.33"
"Barbados","2020-05-11","4","100.00"
"Barbados","2020-05-18","4","0.00"
"Barbados","2020-05-25","0","-100.00"
"Barbados","2020-06-01","0",NULL
"Barbados","2020-06-08","4",NULL
"Barbados","2020-06-15","1","-75.00"
"Barbados","2020-06-22","0","-100.00"
"Barbados","2020-06-29","1",NULL
"Barbados","2020-07-06","5","400.00"
"Barbados","2020-07-13","2","-60.00"
"Barbados","2020-07-20","5","150.00"
"Barbados","2020-07-27","0","-100.00"
"Belarus","2020-01-20","0",NULL
"Belarus","2020-01-27","0",NULL
"Belarus","2020-02-03","0",NULL
"Belarus","2020-02-10","0",NULL
"Belarus","2020-02-17","0",NULL
"Belarus","2020-02-24","1",NULL
"Belarus","2020-03-02","5","400.00"
"Belarus","2020-03-09","21","320.00"
"Belarus","2020-03-16","49","133.33"
"Belarus","2020-03-23","18","-63.27"
"Belarus","2020-03-30","468","2500.00"
"Belarus","2020-04-06","2016","330.77"
"Belarus","2020-04-13","3229","60.17"
"Belarus","2020-04-20","4656","44.19"
"Belarus","2020-04-27","6242","34.06"
"Belarus","2020-05-04","6268","0.42"
"Belarus","2020-05-11","6677","6.53"
"Belarus","2020-05-18","6548","-1.93"
"Belarus","2020-05-25","6358","-2.90"
"Belarus","2020-06-01","6074","-4.47"
"Belarus","2020-06-08","5343","-12.03"
"Belarus","2020-06-15","4532","-15.18"
"Belarus","2020-06-22","2970","-34.47"
"Belarus","2020-06-29","2079","-30.00"
"Belarus","2020-07-06","1378","-33.72"
"Belarus","2020-07-13","1163","-15.60"
"Belarus","2020-07-20","1037","-10.83"
"Belarus","2020-07-27","119","-88.52"
"Belgium","2020-01-20","0",NULL
"Belgium","2020-01-27","0",NULL
"Belgium","2020-02-03","1",NULL
"Belgium","2020-02-10","0","-100.00"
"Belgium","2020-02-17","0",NULL
"Belgium","2020-02-24","1",NULL
"Belgium","2020-03-02","198","19700.00"
"Belgium","2020-03-09","686","246.46"
"Belgium","2020-03-16","2515","266.62"
"Belgium","2020-03-23","7435","195.63"
"Belgium","2020-03-30","8855","19.10"
"Belgium","2020-04-06","9956","12.43"
"Belgium","2020-04-13","8849","-11.12"
"Belgium","2020-04-20","7638","-13.69"
"Belgium","2020-04-27","3772","-50.62"
"Belgium","2020-05-04","3175","-15.83"
"Belgium","2020-05-11","2199","-30.74"
"Belgium","2020-05-18","1812","-17.60"
"Belgium","2020-05-25","1289","-28.86"
"Belgium","2020-06-01","845","-34.45"
"Belgium","2020-06-08","803","-4.97"
"Belgium","2020-06-15","521","-35.12"
"Belgium","2020-06-22","745","42.99"
"Belgium","2020-06-29","721","-3.22"
"Belgium","2020-07-06","691","-4.16"
"Belgium","2020-07-13","999","44.57"
"Belgium","2020-07-20","2320","132.23"
"Belgium","2020-07-27","402","-82.67"
"Belize","2020-01-20","0",NULL
"Belize","2020-01-27","0",NULL
"Belize","2020-02-03","0",NULL
"Belize","2020-02-10","0",NULL
"Belize","2020-02-17","0",NULL
"Belize","2020-02-24","0",NULL
"Belize","2020-03-02","0",NULL
"Belize","2020-03-09","0",NULL
"Belize","2020-03-16","0",NULL
"Belize","2020-03-23","2",NULL
"Belize","2020-03-30","3","50.00"
"Belize","2020-04-06","9","200.00"
"Belize","2020-04-13","4","-55.56"
"Belize","2020-04-20","0","-100.00"
"Belize","2020-04-27","0",NULL
"Belize","2020-05-04","0",NULL
"Belize","2020-05-11","0",NULL
"Belize","2020-05-18","0",NULL
"Belize","2020-05-25","0",NULL
"Belize","2020-06-01","1",NULL
"Belize","2020-06-08","1","0.00"
"Belize","2020-06-15","2","100.00"
"Belize","2020-06-22","2","0.00"
"Belize","2020-06-29","6","200.00"
"Belize","2020-07-06","7","16.67"
"Belize","2020-07-13","3","-57.14"
"Belize","2020-07-20","8","166.67"
"Belize","2020-07-27","0","-100.00"
"Benin","2020-01-20","0",NULL
"Benin","2020-01-27","0",NULL
"Benin","2020-02-03","0",NULL
"Benin","2020-02-10","0",NULL
"Benin","2020-02-17","0",NULL
"Benin","2020-02-24","0",NULL
"Benin","2020-03-02","0",NULL
"Benin","2020-03-09","0",NULL
"Benin","2020-03-16","2",NULL
"Benin","2020-03-23","4","100.00"
"Benin","2020-03-30","16","300.00"
"Benin","2020-04-06","13","-18.75"
"Benin","2020-04-13","0","-100.00"
"Benin","2020-04-20","29",NULL
"Benin","2020-04-27","26","-10.34"
"Benin","2020-05-04","229","780.77"
"Benin","2020-05-11","20","-91.27"
"Benin","2020-05-18","61","205.00"
"Benin","2020-05-25","41","-32.79"
"Benin","2020-06-01","29","-29.27"
"Benin","2020-06-08","181","524.14"
"Benin","2020-06-15","323","78.45"
"Benin","2020-06-22","384","18.89"
"Benin","2020-06-29","50","-86.98"
"Benin","2020-07-06","179","258.00"
"Benin","2020-07-13","224","25.14"
"Benin","2020-07-20","168","-25.00"
"Benin","2020-07-27","0","-100.00"
"Bhutan","2020-01-20","0",NULL
"Bhutan","2020-01-27","0",NULL
"Bhutan","2020-02-03","0",NULL
"Bhutan","2020-02-10","0",NULL
"Bhutan","2020-02-17","0",NULL
"Bhutan","2020-02-24","0",NULL
"Bhutan","2020-03-02","1",NULL
"Bhutan","2020-03-09","0","-100.00"
"Bhutan","2020-03-16","1",NULL
"Bhutan","2020-03-23","2","100.00"
"Bhutan","2020-03-30","1","-50.00"
"Bhutan","2020-04-06","0","-100.00"
"Bhutan","2020-04-13","0",NULL
"Bhutan","2020-04-20","2",NULL
"Bhutan","2020-04-27","0","-100.00"
"Bhutan","2020-05-04","0",NULL
"Bhutan","2020-05-11","14",NULL
"Bhutan","2020-05-18","3","-78.57"
"Bhutan","2020-05-25","19","533.33"
"Bhutan","2020-06-01","16","-15.79"
"Bhutan","2020-06-08","7","-56.25"
"Bhutan","2020-06-15","2","-71.43"
"Bhutan","2020-06-22","8","300.00"
"Bhutan","2020-06-29","4","-50.00"
"Bhutan","2020-07-06","4","0.00"
"Bhutan","2020-07-13","5","25.00"
"Bhutan","2020-07-20","6","20.00"
"Bhutan","2020-07-27","4","-33.33"
"Bolivia","2020-01-20","0",NULL
"Bolivia","2020-01-27","0",NULL
"Bolivia","2020-02-03","0",NULL
"Bolivia","2020-02-10","0",NULL
"Bolivia","2020-02-17","0",NULL
"Bolivia","2020-02-24","0",NULL
"Bolivia","2020-03-02","0",NULL
"Bolivia","2020-03-09","10",NULL
"Bolivia","2020-03-16","14","40.00"
"Bolivia","2020-03-23","57","307.14"
"Bolivia","2020-03-30","76","33.33"
"Bolivia","2020-04-06","143","88.16"
"Bolivia","2020-04-13","220","53.85"
"Bolivia","2020-04-20","430","95.45"
"Bolivia","2020-04-27","644","49.77"
"Bolivia","2020-05-04","962","49.38"
"Bolivia","2020-05-11","1532","59.25"
"Bolivia","2020-05-18","2175","41.97"
"Bolivia","2020-05-25","3719","70.99"
"Bolivia","2020-06-01","3661","-1.56"
"Bolivia","2020-06-08","4816","31.55"
"Bolivia","2020-06-15","5929","23.11"
"Bolivia","2020-06-22","7136","20.36"
"Bolivia","2020-06-29","7773","8.93"
"Bolivia","2020-07-06","8890","14.37"
"Bolivia","2020-07-13","11395","28.18"
"Bolivia","2020-07-20","9847","-13.58"
"Bolivia","2020-07-27","1752","-82.21"
"Bosnia and Herzegovina","2020-01-20","0",NULL
"Bosnia and Herzegovina","2020-01-27","0",NULL
"Bosnia and Herzegovina","2020-02-03","0",NULL
"Bosnia and Herzegovina","2020-02-10","0",NULL
"Bosnia and Herzegovina","2020-02-17","0",NULL
"Bosnia and Herzegovina","2020-02-24","0",NULL
"Bosnia and Herzegovina","2020-03-02","3",NULL
"Bosnia and Herzegovina","2020-03-09","21","600.00"
"Bosnia and Herzegovina","2020-03-16","102","385.71"
"Bosnia and Herzegovina","2020-03-23","197","93.14"
"Bosnia and Herzegovina","2020-03-30","331","68.02"
"Bosnia and Herzegovina","2020-04-06","355","7.25"
"Bosnia and Herzegovina","2020-04-13","276","-22.25"
"Bosnia and Herzegovina","2020-04-20","231","-16.30"
"Bosnia and Herzegovina","2020-04-27","341","47.62"
"Bosnia and Herzegovina","2020-05-04","260","-23.75"
"Bosnia and Herzegovina","2020-05-11","173","-33.46"
"Bosnia and Herzegovina","2020-05-18","111","-35.84"
"Bosnia and Herzegovina","2020-05-25","109","-1.80"
"Bosnia and Herzegovina","2020-06-01","96","-11.93"
"Bosnia and Herzegovina","2020-06-08","287","198.96"
"Bosnia and Herzegovina","2020-06-15","380","32.40"
"Bosnia and Herzegovina","2020-06-22","662","74.21"
"Bosnia and Herzegovina","2020-06-29","1027","55.14"
"Bosnia and Herzegovina","2020-07-06","1915","86.47"
"Bosnia and Herzegovina","2020-07-13","1463","-23.60"
"Bosnia and Herzegovina","2020-07-20","1427","-2.46"
"Bosnia and Herzegovina","2020-07-27","731","-48.77"
"Botswana","2020-01-20","0",NULL
"Botswana","2020-01-27","0",NULL
"Botswana","2020-02-03","0",NULL
"Botswana","2020-02-10","0",NULL
"Botswana","2020-02-17","0",NULL
"Botswana","2020-02-24","0",NULL
"Botswana","2020-03-02","0",NULL
"Botswana","2020-03-09","0",NULL
"Botswana","2020-03-16","0",NULL
"Botswana","2020-03-23","0",NULL
"Botswana","2020-03-30","6",NULL
"Botswana","2020-04-06","7","16.67"
"Botswana","2020-04-13","7","0.00"
"Botswana","2020-04-20","2","-71.43"
"Botswana","2020-04-27","1","-50.00"
"Botswana","2020-05-04","0","-100.00"
"Botswana","2020-05-11","2",NULL
"Botswana","2020-05-18","10","400.00"
"Botswana","2020-05-25","0","-100.00"
"Botswana","2020-06-01","5",NULL
"Botswana","2020-06-08","20","300.00"
"Botswana","2020-06-15","29","45.00"
"Botswana","2020-06-22","3","-89.66"
"Botswana","2020-06-29","185","6066.67"
"Botswana","2020-07-06","122","-34.05"
"Botswana","2020-07-13","123","0.82"
"Botswana","2020-07-20","164","33.33"
"Botswana","2020-07-27","53","-67.68"
"Brazil","2020-01-20","0",NULL
"Brazil","2020-01-27","0",NULL
"Brazil","2020-02-03","0",NULL
"Brazil","2020-02-10","0",NULL
"Brazil","2020-02-17","0",NULL
"Brazil","2020-02-24","2",NULL
"Brazil","2020-03-02","18","800.00"
"Brazil","2020-03-09","142","688.89"
"Brazil","2020-03-16","1384","874.65"
"Brazil","2020-03-23","2710","95.81"
"Brazil","2020-03-30","6874","153.65"
"Brazil","2020-04-06","11062","60.93"
"Brazil","2020-04-13","16462","48.82"
"Brazil","2020-04-20","24446","48.50"
"Brazil","2020-04-27","38726","58.41"
"Brazil","2020-05-04","60873","57.19"
"Brazil","2020-05-11","78381","28.76"
"Brazil","2020-05-18","122131","55.82"
"Brazil","2020-05-25","151638","24.16"
"Brazil","2020-06-01","176909","16.67"
"Brazil","2020-06-08","175866","-0.59"
