"country_region","semana","mortes_semana","crescimento_pct_wow"
"Afghanistan","2020-01-20","0",NULL
"Afghanistan","2020-01-27","0",NULL
"Afghanistan","2020-02-03","0",NULL
"Afghanistan","2020-02-10","0",NULL
"Afghanistan","2020-02-17","0",NULL
"Afghanistan","2020-02-24","0",NULL
"Afghanistan","2020-03-02","0",NULL
"Afghanistan","2020-03-09","0",NULL
"Afghanistan","2020-03-16","1",NULL
"Afghanistan","2020-03-23","3","200.00"
"Afghanistan","2020-03-30","3","0.00"
"Afghanistan","2020-04-06","11","266.67"
"Afghanistan","2020-04-13","15","36.36"
"Afghanistan","2020-04-20","17","13.33"
"Afghanistan","2020-04-27","35","105.88"
"Afghanistan","2020-05-04","35","0.00"
"Afghanistan","2020-05-11","49","40.00"
"Afghanistan","2020-05-18","49","0.00"
"Afghanistan","2020-05-25","39","-20.41"
"Afghanistan","2020-06-01","100","156.41"
"Afghanistan","2020-06-08","114","14.00"
"Afghanistan","2020-06-15","110","-3.51"
"Afghanistan","2020-06-22","140","27.27"
"Afghanistan","2020-06-29","143","2.14"
"Afghanistan","2020-07-06","146","2.10"
"Afghanistan","2020-07-13","171","17.12"
"Afghanistan","2020-07-20","78","-54.39"
"Afghanistan","2020-07-27","10","-87.18"
"Albania","2020-01-20","0",NULL
"Albania","2020-01-27","0",NULL
"Albania","2020-02-03","0",NULL
"Albania","2020-02-10","0",NULL
"Albania","2020-02-17","0",NULL
"Albania","2020-02-24","0",NULL
"Albania","2020-03-02","0",NULL
"Albania","2020-03-09","1",NULL
"Albania","2020-03-16","1","0.00"
"Albania","2020-03-23","8","700.00"
"Albania","2020-03-30","10","25.00"
"Albania","2020-04-06","3","-70.00"
"Albania","2020-04-13","3","0.00"
"Albania","2020-04-20","2","-33.33"
"Albania","2020-04-27","3","50.00"
"Albania","2020-05-04","0","-100.00"
"Albania","2020-05-11","0",NULL
"Albania","2020-05-18","1",NULL
"Albania","2020-05-25","1","0.00"
"Albania","2020-06-01","1","0.00"
"Albania","2020-06-08","2","100.00"
"Albania","2020-06-15","8","300.00"
"Albania","2020-06-22","11","37.50"
"Albania","2020-06-29","21","90.91"
"Albania","2020-07-06","17","-19.05"
"Albania","2020-07-13","19","11.76"
"Albania","2020-07-20","26","36.84"
"Albania","2020-07-27","6","-76.92"
"Algeria","2020-01-20","0",NULL
"Algeria","2020-01-27","0",NULL
"Algeria","2020-02-03","0",NULL
"Algeria","2020-02-10","0",NULL
"Algeria","2020-02-17","0",NULL
"Algeria","2020-02-24","0",NULL
"Algeria","2020-03-02","0",NULL
"Algeria","2020-03-09","4",NULL
"Algeria","2020-03-16","13","225.00"
"Algeria","2020-03-23","14","7.69"
"Algeria","2020-03-30","121","764.29"
"Algeria","2020-04-06","141","16.53"
"Algeria","2020-04-13","82","-41.84"
"Algeria","2020-04-20","50","-39.02"
"Algeria","2020-04-27","38","-24.00"
"Algeria","2020-05-04","39","2.63"
"Algeria","2020-05-11","46","17.95"
"Algeria","2020-05-18","52","13.04"
"Algeria","2020-05-25","53","1.92"
"Algeria","2020-06-01","54","1.89"
"Algeria","2020-06-08","60","11.11"
"Algeria","2020-06-15","78","30.00"
"Algeria","2020-06-22","52","-33.33"
"Algeria","2020-06-29","55","5.77"
"Algeria","2020-07-06","59","7.27"
"Algeria","2020-07-13","67","13.56"
"Algeria","2020-07-20","77","14.93"
"Algeria","2020-07-27","8","-89.61"
"Andorra","2020-01-20","0",NULL
"Andorra","2020-01-27","0",NULL
"Andorra","2020-02-03","0",NULL
"Andorra","2020-02-10","0",NULL
"Andorra","2020-02-17","0",NULL
"Andorra","2020-02-24","0",NULL
"Andorra","2020-03-02","0",NULL
"Andorra","2020-03-09","0",NULL
"Andorra","2020-03-16","1",NULL
"Andorra","2020-03-23","5","400.00"
"Andorra","2020-03-30","12","140.00"
"Andorra","2020-04-06","11","-8.33"
"Andorra","2020-04-13","7","-36.36"
"Andorra","2020-04-20","4","-42.86"
"Andorra","2020-04-27","5","25.00"
"Andorra","2020-05-04","3","-40.00"
"Andorra","2020-05-11","3","0.00"
"Andorra","2020-05-18","0","-100.00"
"Andorra","2020-05-25","0",NULL
"Andorra","2020-06-01","0",NULL
"Andorra","2020-06-08","0",NULL
"Andorra","2020-06-15","1",NULL
"Andorra","2020-06-22","0","-100.00"
"Andorra","2020-06-29","0",NULL
"Andorra","2020-07-06","0",NULL
"Andorra","2020-07-13","0",NULL
"Andorra","2020-07-20","0",NULL
"Andorra","2020-07-27","0",NULL
"Angola","2020-01-20","0",NULL
"Angola","2020-01-27","0",NULL
"Angola","2020-02-03","0",NULL
"Angola","2020-02-10","0",NULL
"Angola","2020-02-17","0",NULL
"Angola","2020-02-24","0",NULL
"Angola","2020-03-02","0",NULL
"Angola","2020-03-09","0",NULL
"Angola","2020-03-16","0",NULL
"Angola","2020-03-23","2",NULL
"Angola","2020-03-30","0","-100.00"
"Angola","2020-04-06","0",NULL
"Angola","2020-04-13","0",NULL
"Angola","2020-04-20","0",NULL
"Angola","2020-04-27","0",NULL
"Angola","2020-05-04","0",NULL
"Angola","2020-05-11","0",NULL
"Angola","2020-05-18","2",NULL
"Angola","2020-05-25","0","-100.00"
"Angola","2020-06-01","0",NULL
"Angola","2020-06-08","2",NULL
"Angola","2020-06-15","3","50.00"
"Angola","2020-06-22","2","-33.33"
"Angola","2020-06-29","8","300.00"
"Angola","2020-07-06","7","-12.50"
"Angola","2020-07-13","3","-57.14"
"Angola","2020-07-20","11","266.67"
"Angola","2020-07-27","1","-90.91"
"Antigua and Barbuda","2020-01-20","0",NULL
"Antigua and Barbuda","2020-01-27","0",NULL
"Antigua and Barbuda","2020-02-03","0",NULL
"Antigua and Barbuda","2020-02-10","0",NULL
"Antigua and Barbuda","2020-02-17","0",NULL
"Antigua and Barbuda","2020-02-24","0",NULL
"Antigua and Barbuda","2020-03-02","0",NULL
"Antigua and Barbuda","2020-03-09","0",NULL
"Antigua and Barbuda","2020-03-16","0",NULL
"Antigua and Barbuda","2020-03-23","0",NULL
"Antigua and Barbuda","2020-03-30","0",NULL
"Antigua and Barbuda","2020-04-06","2",NULL
"Antigua and Barbuda","2020-04-13","1","-50.00"
"Antigua and Barbuda","2020-04-20","0","-100.00"
"Antigua and Barbuda","2020-04-27","0",NULL
"Antigua and Barbuda","2020-05-04","0",NULL
"Antigua and Barbuda","2020-05-11","0",NULL
"Antigua and Barbuda","2020-05-18","0",NULL
"Antigua and Barbuda","2020-05-25","0",NULL
"Antigua and Barbuda","2020-06-01","0",NULL
"Antigua and Barbuda","2020-06-08","0",NULL
"Antigua and Barbuda","2020-06-15","0",NULL
"Antigua and Barbuda","2020-06-22","0",NULL
"Antigua and Barbuda","2020-06-29","0",NULL
"Antigua and Barbuda","2020-07-06","0",NULL
"Antigua and Barbuda","2020-07-13","0",NULL
"Antigua and Barbuda","2020-07-20","0",NULL
"Antigua and Barbuda","2020-07-27","0",NULL
"Argentina","2020-01-20","0",NULL
"Argentina","2020-01-27","0",NULL
"Argentina","2020-02-03","0",NULL
"Argentina","2020-02-10","0",NULL
"Argentina","2020-02-17","0",NULL
"Argentina","2020-02-24","0",NULL
"Argentina","2020-03-02","1",NULL
"Argentina","2020-03-09","1","0.00"
"Argentina","2020-03-16","2","100.00"
"Argentina","2020-03-23","15","650.00"
"Argentina","2020-03-30","25","66.67"
"Argentina","2020-04-06","46","84.00"
"Argentina","2020-04-13","42","-8.70"
"Argentina","2020-04-20","60","42.86"
"Argentina","2020-04-27","54","-10.00"
"Argentina","2020-05-04","59","9.26"
"Argentina","2020-05-11","68","15.25"
"Argentina","2020-05-18","79","16.18"
"Argentina","2020-05-25","87","10.13"
"Argentina","2020-06-01","125","43.68"
"Argentina","2020-06-08","169","35.20"
"Argentina","2020-06-15","178","5.33"
"Argentina","2020-06-22","221","24.16"
"Argentina","2020-06-29","275","24.43"
"Argentina","2020-07-06","338","22.91"
"Argentina","2020-07-13","415","22.78"
"Argentina","2020-07-20","679","63.61"
"Argentina","2020-07-27","120","-82.33"
"Armenia","2020-01-20","0",NULL
"Armenia","2020-01-27","0",NULL
"Armenia","2020-02-03","0",NULL
"Armenia","2020-02-10","0",NULL
"Armenia","2020-02-17","0",NULL
"Armenia","2020-02-24","0",NULL
"Armenia","2020-03-02","0",NULL
"Armenia","2020-03-09","0",NULL
"Armenia","2020-03-16","0",NULL
"Armenia","2020-03-23","3",NULL
"Armenia","2020-03-30","4","33.33"
"Armenia","2020-04-06","6","50.00"
"Armenia","2020-04-13","7","16.67"
"Armenia","2020-04-20","8","14.29"
"Armenia","2020-04-27","7","-12.50"
"Armenia","2020-05-04","10","42.86"
"Armenia","2020-05-11","15","50.00"
"Armenia","2020-05-18","21","40.00"
"Armenia","2020-05-25","50","138.10"
"Armenia","2020-06-01","69","38.00"
"Armenia","2020-06-08","69","0.00"
"Armenia","2020-06-15","81","17.39"
"Armenia","2020-06-22","76","-6.17"
"Armenia","2020-06-29","58","-23.68"
"Armenia","2020-07-06","81","39.66"
"Armenia","2020-07-13","76","-6.17"
"Armenia","2020-07-20","64","-15.79"
"Armenia","2020-07-27","6","-90.63"
"Australia","2020-01-20","0",NULL
"Australia","2020-01-27","0",NULL
"Australia","2020-02-03","0",NULL
"Australia","2020-02-10","0",NULL
"Australia","2020-02-17","0",NULL
"Australia","2020-02-24","1",NULL
"Australia","2020-03-02","2","100.00"
"Australia","2020-03-09","0","-100.00"
"Australia","2020-03-16","4",NULL
"Australia","2020-03-23","9","125.00"
"Australia","2020-03-30","19","111.11"
"Australia","2020-04-06","25","31.58"
"Australia","2020-04-13","7","-72.00"
"Australia","2020-04-20","16","128.57"
"Australia","2020-04-27","12","-25.00"
"Australia","2020-05-04","2","-83.33"
"Australia","2020-05-11","2","0.00"
"Australia","2020-05-18","3","50.00"
"Australia","2020-05-25","1","-66.67"
"Australia","2020-06-01","-1","-200.00"
"Australia","2020-06-08","0","-100.00"
"Australia","2020-06-15","0",NULL
"Australia","2020-06-22","2",NULL
"Australia","2020-06-29","2","0.00"
"Australia","2020-07-06","2","0.00"
"Australia","2020-07-13","15","650.00"
"Australia","2020-07-20","38","153.33"
"Australia","2020-07-27","6","-84.21"
"Austria","2020-01-20","0",NULL
"Austria","2020-01-27","0",NULL
"Austria","2020-02-03","0",NULL
"Austria","2020-02-10","0",NULL
"Austria","2020-02-17","0",NULL
"Austria","2020-02-24","0",NULL
"Austria","2020-03-02","0",NULL
"Austria","2020-03-09","1",NULL
"Austria","2020-03-16","15","1400.00"
"Austria","2020-03-23","70","366.67"
"Austria","2020-03-30","118","68.57"
"Austria","2020-04-06","146","23.73"
"Austria","2020-04-13","102","-30.14"
"Austria","2020-04-20","90","-11.76"
"Austria","2020-04-27","56","-37.78"
"Austria","2020-05-04","20","-64.29"
"Austria","2020-05-11","11","-45.00"
"Austria","2020-05-18","11","0.00"
"Austria","2020-05-25","28","154.55"
"Austria","2020-06-01","4","-85.71"
"Austria","2020-06-08","5","25.00"
"Austria","2020-06-15","13","160.00"
"Austria","2020-06-22","12","-7.69"
"Austria","2020-06-29","4","-66.67"
"Austria","2020-07-06","2","-50.00"
"Austria","2020-07-13","3","50.00"
"Austria","2020-07-20","1","-66.67"
"Austria","2020-07-27","1","0.00"
"Azerbaijan","2020-01-20","0",NULL
"Azerbaijan","2020-01-27","0",NULL
"Azerbaijan","2020-02-03","0",NULL
"Azerbaijan","2020-02-10","0",NULL
"Azerbaijan","2020-02-17","0",NULL
"Azerbaijan","2020-02-24","0",NULL
"Azerbaijan","2020-03-02","0",NULL
"Azerbaijan","2020-03-09","1",NULL
"Azerbaijan","2020-03-16","0","-100.00"
"Azerbaijan","2020-03-23","3",NULL
"Azerbaijan","2020-03-30","3","0.00"
"Azerbaijan","2020-04-06","4","33.33"
"Azerbaijan","2020-04-13","8","100.00"
"Azerbaijan","2020-04-20","2","-75.00"
"Azerbaijan","2020-04-27","4","100.00"
"Azerbaijan","2020-05-04","7","75.00"
"Azerbaijan","2020-05-11","7","0.00"
"Azerbaijan","2020-05-18","10","42.86"
"Azerbaijan","2020-05-25","14","40.00"
"Azerbaijan","2020-06-01","25","78.57"
"Azerbaijan","2020-06-08","31","24.00"
"Azerbaijan","2020-06-15","35","12.90"
"Azerbaijan","2020-06-22","44","25.71"
"Azerbaijan","2020-06-29","52","18.18"
"Azerbaijan","2020-07-06","56","7.69"
"Azerbaijan","2020-07-13","48","-14.29"
"Azerbaijan","2020-07-20","63","31.25"
"Azerbaijan","2020-07-27","6","-90.48"
"Bahamas","2020-01-20","0",NULL
"Bahamas","2020-01-27","0",NULL
"Bahamas","2020-02-03","0",NULL
"Bahamas","2020-02-10","0",NULL
"Bahamas","2020-02-17","0",NULL
"Bahamas","2020-02-24","0",NULL
"Bahamas","2020-03-02","0",NULL
"Bahamas","2020-03-09","0",NULL
"Bahamas","2020-03-16","0",NULL
"Bahamas","2020-03-23","0",NULL
"Bahamas","2020-03-30","4",NULL
"Bahamas","2020-04-06","4","0.00"
"Bahamas","2020-04-13","1","-75.00"
"Bahamas","2020-04-20","2","100.00"
"Bahamas","2020-04-27","0","-100.00"
"Bahamas","2020-05-04","0",NULL
"Bahamas","2020-05-11","0",NULL
"Bahamas","2020-05-18","0",NULL
"Bahamas","2020-05-25","0",NULL
"Bahamas","2020-06-01","0",NULL
"Bahamas","2020-06-08","0",NULL
"Bahamas","2020-06-15","0",NULL
"Bahamas","2020-06-22","0",NULL
"Bahamas","2020-06-29","0",NULL
"Bahamas","2020-07-06","0",NULL
"Bahamas","2020-07-13","0",NULL
"Bahamas","2020-07-20","0",NULL
"Bahamas","2020-07-27","0",NULL
"Bahrain","2020-01-20","0",NULL
"Bahrain","2020-01-27","0",NULL
"Bahrain","2020-02-03","0",NULL
"Bahrain","2020-02-10","0",NULL
"Bahrain","2020-02-17","0",NULL
"Bahrain","2020-02-24","0",NULL
"Bahrain","2020-03-02","0",NULL
"Bahrain","2020-03-09","0",NULL
"Bahrain","2020-03-16","2",NULL
"Bahrain","2020-03-23","2","0.00"
"Bahrain","2020-03-30","0","-100.00"
"Bahrain","2020-04-06","2",NULL
"Bahrain","2020-04-13","1","-50.00"
"Bahrain","2020-04-20","1","0.00"
"Bahrain","2020-04-27","0","-100.00"
"Bahrain","2020-05-04","0",NULL
"Bahrain","2020-05-11","4",NULL
"Bahrain","2020-05-18","2","-50.00"
"Bahrain","2020-05-25","5","150.00"
"Bahrain","2020-06-01","7","40.00"
"Bahrain","2020-06-08","16","128.57"
"Bahrain","2020-06-15","21","31.25"
"Bahrain","2020-06-22","20","-4.76"
"Bahrain","2020-06-29","14","-30.00"
"Bahrain","2020-07-06","11","-21.43"
"Bahrain","2020-07-13","18","63.64"
"Bahrain","2020-07-20","14","-22.22"
"Bahrain","2020-07-27","1","-92.86"
"Bangladesh","2020-01-20","0",NULL
"Bangladesh","2020-01-27","0",NULL
"Bangladesh","2020-02-03","0",NULL
"Bangladesh","2020-02-10","0",NULL
"Bangladesh","2020-02-17","0",NULL
"Bangladesh","2020-02-24","0",NULL
"Bangladesh","2020-03-02","0",NULL
"Bangladesh","2020-03-09","0",NULL
"Bangladesh","2020-03-16","2",NULL
"Bangladesh","2020-03-23","3","50.00"
"Bangladesh","2020-03-30","4","33.33"
"Bangladesh","2020-04-06","25","525.00"
"Bangladesh","2020-04-13","57","128.00"
"Bangladesh","2020-04-20","54","-5.26"
"Bangladesh","2020-04-27","32","-40.74"
"Bangladesh","2020-05-04","51","59.38"
"Bangladesh","2020-05-11","100","96.08"
"Bangladesh","2020-05-18","152","52.00"
"Bangladesh","2020-05-25","170","11.84"
"Bangladesh","2020-06-01","238","40.00"
"Bangladesh","2020-06-08","283","18.91"
"Bangladesh","2020-06-15","293","3.53"
"Bangladesh","2020-06-22","274","-6.48"
"Bangladesh","2020-06-29","314","14.60"
"Bangladesh","2020-07-06","300","-4.46"
"Bangladesh","2020-07-13","266","-11.33"
"Bangladesh","2020-07-20","310","16.54"
"Bangladesh","2020-07-27","37","-88.06"
"Barbados","2020-01-20","0",NULL
"Barbados","2020-01-27","0",NULL
"Barbados","2020-02-03","0",NULL
"Barbados","2020-02-10","0",NULL
"Barbados","2020-02-17","0",NULL
"Barbados","2020-02-24","0",NULL
"Barbados","2020-03-02","0",NULL
"Barbados","2020-03-09","0",NULL
"Barbados","2020-03-16","0",NULL
"Barbados","2020-03-23","0",NULL
"Barbados","2020-03-30","1",NULL
"Barbados","2020-04-06","3","200.00"
"Barbados","2020-04-13","1","-66.67"
"Barbados","2020-04-20","1","0.00"
"Barbados","2020-04-27","1","0.00"
"Barbados","2020-05-04","0","-100.00"
"Barbados","2020-05-11","0",NULL
"Barbados","2020-05-18","0",NULL
"Barbados","2020-05-25","0",NULL
"Barbados","2020-06-01","0",NULL
"Barbados","2020-06-08","0",NULL
"Barbados","2020-06-15","0",NULL
"Barbados","2020-06-22","0",NULL
"Barbados","2020-06-29","0",NULL
"Barbados","2020-07-06","0",NULL
"Barbados","2020-07-13","0",NULL
"Barbados","2020-07-20","0",NULL
"Barbados","2020-07-27","0",NULL
"Belarus","2020-01-20","0",NULL
"Belarus","2020-01-27","0",NULL
"Belarus","2020-02-03","0",NULL
"Belarus","2020-02-10","0",NULL
"Belarus","2020-02-17","0",NULL
"Belarus","2020-02-24","0",NULL
"Belarus","2020-03-02","0",NULL
"Belarus","2020-03-09","0",NULL
"Belarus","2020-03-16","0",NULL
"Belarus","2020-03-23","0",NULL
"Belarus","2020-03-30","8",NULL
"Belarus","2020-04-06","18","125.00"
"Belarus","2020-04-13","21","16.67"
"Belarus","2020-04-20","25","19.05"
"Belarus","2020-04-27","27","8.00"
"Belarus","2020-05-04","32","18.52"
"Belarus","2020-05-11","34","6.25"
"Belarus","2020-05-18","34","0.00"
"Belarus","2020-05-25","36","5.88"
"Belarus","2020-06-01","34","-5.56"
"Belarus","2020-06-08","39","14.71"
"Belarus","2020-06-15","38","-2.56"
"Belarus","2020-06-22","37","-2.63"
"Belarus","2020-06-29","40","8.11"
"Belarus","2020-07-06","41","2.50"
"Belarus","2020-07-13","35","-14.63"
"Belarus","2020-07-20","35","0.00"
"Belarus","2020-07-27","4","-88.57"
"Belgium","2020-01-20","0",NULL
"Belgium","2020-01-27","0",NULL
"Belgium","2020-02-03","0",NULL
"Belgium","2020-02-10","0",NULL
"Belgium","2020-02-17","0",NULL
"Belgium","2020-02-24","0",NULL
"Belgium","2020-03-02","0",NULL
"Belgium","2020-03-09","4",NULL
"Belgium","2020-03-16","71","1675.00"
"Belgium","2020-03-23","356","401.41"
"Belgium","2020-03-30","1016","185.39"
"Belgium","2020-04-06","2153","111.91"
"Belgium","2020-04-13","2083","-3.25"
"Belgium","2020-04-20","1411","-32.26"
"Belgium","2020-04-27","750","-46.85"
"Belgium","2020-05-04","812","8.27"
"Belgium","2020-05-11","396","-51.23"
"Belgium","2020-05-18","228","-42.42"
"Belgium","2020-05-25","187","-17.98"
"Belgium","2020-06-01","128","-31.55"
"Belgium","2020-06-08","60","-53.13"
"Belgium","2020-06-15","41","-31.67"
"Belgium","2020-06-22","36","-12.20"
"Belgium","2020-06-29","39","8.33"
"Belgium","2020-07-06","11","-71.79"
"Belgium","2020-07-13","18","63.64"
"Belgium","2020-07-20","21","16.67"
"Belgium","2020-07-27","1","-95.24"
"Belize","2020-01-20","0",NULL
"Belize","2020-01-27","0",NULL
"Belize","2020-02-03","0",NULL
"Belize","2020-02-10","0",NULL
"Belize","2020-02-17","0",NULL
"Belize","2020-02-24","0",NULL
"Belize","2020-03-02","0",NULL
"Belize","2020-03-09","0",NULL
"Belize","2020-03-16","0",NULL
"Belize","2020-03-23","0",NULL
"Belize","2020-03-30","0",NULL
"Belize","2020-04-06","2",NULL
"Belize","2020-04-13","0","-100.00"
"Belize","2020-04-20","0",NULL
"Belize","2020-04-27","0",NULL
"Belize","2020-05-04","0",NULL
"Belize","2020-05-11","0",NULL
"Belize","2020-05-18","0",NULL
"Belize","2020-05-25","0",NULL
"Belize","2020-06-01","0",NULL
"Belize","2020-06-08","0",NULL
"Belize","2020-06-15","0",NULL
"Belize","2020-06-22","0",NULL
"Belize","2020-06-29","0",NULL
"Belize","2020-07-06","0",NULL
"Belize","2020-07-13","0",NULL
"Belize","2020-07-20","0",NULL
"Belize","2020-07-27","0",NULL
"Benin","2020-01-20","0",NULL
"Benin","2020-01-27","0",NULL
"Benin","2020-02-03","0",NULL
"Benin","2020-02-10","0",NULL
"Benin","2020-02-17","0",NULL
"Benin","2020-02-24","0",NULL
"Benin","2020-03-02","0",NULL
"Benin","2020-03-09","0",NULL
"Benin","2020-03-16","0",NULL
"Benin","2020-03-23","0",NULL
"Benin","2020-03-30","0",NULL
"Benin","2020-04-06","1",NULL
"Benin","2020-04-13","0","-100.00"
"Benin","2020-04-20","0",NULL
"Benin","2020-04-27","1",NULL
"Benin","2020-05-04","0","-100.00"
"Benin","2020-05-11","0",NULL
"Benin","2020-05-18","1",NULL
"Benin","2020-05-25","0","-100.00"
"Benin","2020-06-01","0",NULL
"Benin","2020-06-08","3",NULL
"Benin","2020-06-15","7","133.33"
"Benin","2020-06-22","3","-57.14"
"Benin","2020-06-29","5","66.67"
"Benin","2020-07-06","5","0.00"
"Benin","2020-07-13","5","0.00"
"Benin","2020-07-20","4","-20.00"
"Benin","2020-07-27","0","-100.00"
"Bhutan","2020-01-20","0",NULL
"Bhutan","2020-01-27","0",NULL
"Bhutan","2020-02-03","0",NULL
"Bhutan","2020-02-10","0",NULL
"Bhutan","2020-02-17","0",NULL
"Bhutan","2020-02-24","0",NULL
"Bhutan","2020-03-02","0",NULL
"Bhutan","2020-03-09","0",NULL
"Bhutan","2020-03-16","0",NULL
"Bhutan","2020-03-23","0",NULL
"Bhutan","2020-03-30","0",NULL
"Bhutan","2020-04-06","0",NULL
"Bhutan","2020-04-13","0",NULL
"Bhutan","2020-04-20","0",NULL
"Bhutan","2020-04-27","0",NULL
"Bhutan","2020-05-04","0",NULL
"Bhutan","2020-05-11","0",NULL
"Bhutan","2020-05-18","0",NULL
"Bhutan","2020-05-25","0",NULL
"Bhutan","2020-06-01","0",NULL
"Bhutan","2020-06-08","0",NULL
"Bhutan","2020-06-15","0",NULL
"Bhutan","2020-06-22","0",NULL
"Bhutan","2020-06-29","0",NULL
"Bhutan","2020-07-06","0",NULL
"Bhutan","2020-07-13","0",NULL
"Bhutan","2020-07-20","0",NULL
"Bhutan","2020-07-27","0",NULL
"Bolivia","2020-01-20","0",NULL
"Bolivia","2020-01-27","0",NULL
"Bolivia","2020-02-03","0",NULL
"Bolivia","2020-02-10","0",NULL
"Bolivia","2020-02-17","0",NULL
"Bolivia","2020-02-24","0",NULL
"Bolivia","2020-03-02","0",NULL
"Bolivia","2020-03-09","0",NULL
"Bolivia","2020-03-16","0",NULL
"Bolivia","2020-03-23","1",NULL
"Bolivia","2020-03-30","9","800.00"
"Bolivia","2020-04-06","14","55.56"
"Bolivia","2020-04-13","8","-42.86"
"Bolivia","2020-04-20","18","125.00"
"Bolivia","2020-04-27","26","44.44"
"Bolivia","2020-05-04","42","61.54"
"Bolivia","2020-05-11","51","21.43"
"Bolivia","2020-05-18","81","58.82"
"Bolivia","2020-05-25","63","-22.22"
"Bolivia","2020-06-01","152","141.27"
"Bolivia","2020-06-08","146","-3.95"
"Bolivia","2020-06-15","162","10.96"
"Bolivia","2020-06-22","241","48.77"
"Bolivia","2020-06-29","420","74.27"
"Bolivia","2020-07-06","373","-11.19"
"Bolivia","2020-07-13","344","-7.77"
"Bolivia","2020-07-20","432","25.58"
"Bolivia","2020-07-27","64","-85.19"
"Bosnia and Herzegovina","2020-01-20","0",NULL
"Bosnia and Herzegovina","2020-01-27","0",NULL
"Bosnia and Herzegovina","2020-02-03","0",NULL
"Bosnia and Herzegovina","2020-02-10","0",NULL
"Bosnia and Herzegovina","2020-02-17","0",NULL
"Bosnia and Herzegovina","2020-02-24","0",NULL
"Bosnia and Herzegovina","2020-03-02","0",NULL
"Bosnia and Herzegovina","2020-03-09","0",NULL
"Bosnia and Herzegovina","2020-03-16","1",NULL
"Bosnia and Herzegovina","2020-03-23","5","400.00"
"Bosnia and Herzegovina","2020-03-30","17","240.00"
"Bosnia and Herzegovina","2020-04-06","16","-5.88"
"Bosnia and Herzegovina","2020-04-13","9","-43.75"
"Bosnia and Herzegovina","2020-04-20","11","22.22"
"Bosnia and Herzegovina","2020-04-27","18","63.64"
"Bosnia and Herzegovina","2020-05-04","30","66.67"
"Bosnia and Herzegovina","2020-05-11","26","-13.33"
"Bosnia and Herzegovina","2020-05-18","11","-57.69"
"Bosnia and Herzegovina","2020-05-25","9","-18.18"
"Bosnia and Herzegovina","2020-06-01","6","-33.33"
"Bosnia and Herzegovina","2020-06-08","4","-33.33"
"Bosnia and Herzegovina","2020-06-15","6","50.00"
"Bosnia and Herzegovina","2020-06-22","9","50.00"
"Bosnia and Herzegovina","2020-06-29","13","44.44"
"Bosnia and Herzegovina","2020-07-06","30","130.77"
"Bosnia and Herzegovina","2020-07-13","28","-6.67"
"Bosnia and Herzegovina","2020-07-20","31","10.71"
"Bosnia and Herzegovina","2020-07-27","14","-54.84"
"Botswana","2020-01-20","0",NULL
"Botswana","2020-01-27","0",NULL
"Botswana","2020-02-03","0",NULL
"Botswana","2020-02-10","0",NULL
"Botswana","2020-02-17","0",NULL
"Botswana","2020-02-24","0",NULL
"Botswana","2020-03-02","0",NULL
"Botswana","2020-03-09","0",NULL
"Botswana","2020-03-16","0",NULL
"Botswana","2020-03-23","0",NULL
"Botswana","2020-03-30","1",NULL
"Botswana","2020-04-06","0","-100.00"
"Botswana","2020-04-13","0",NULL
"Botswana","2020-04-20","0",NULL
"Botswana","2020-04-27","0",NULL
"Botswana","2020-05-04","0",NULL
"Botswana","2020-05-11","0",NULL
"Botswana","2020-05-18","0",NULL
"Botswana","2020-05-25","0",NULL
"Botswana","2020-06-01","0",NULL
"Botswana","2020-06-08","0",NULL
"Botswana","2020-06-15","0",NULL
"Botswana","2020-06-22","0",NULL
"Botswana","2020-06-29","0",NULL
"Botswana","2020-07-06","0",NULL
"Botswana","2020-07-13","0",NULL
"Botswana","2020-07-20","0",NULL
"Botswana","2020-07-27","1",NULL
"Brazil","2020-01-20","0",NULL
"Brazil","2020-01-27","0",NULL
"Brazil","2020-02-03","0",NULL
"Brazil","2020-02-10","0",NULL
"Brazil","2020-02-17","0",NULL
"Brazil","2020-02-24","0",NULL
"Brazil","2020-03-02","0",NULL
"Brazil","2020-03-09","0",NULL
"Brazil","2020-03-16","25",NULL
"Brazil","2020-03-23","111","344.00"
"Brazil","2020-03-30","350","215.32"
"Brazil","2020-04-06","737","110.57"
"Brazil","2020-04-13","1239","68.11"
"Brazil","2020-04-20","1824","47.22"
"Brazil","2020-04-27","2765","51.59"
"Brazil","2020-05-04","4072","47.27"
"Brazil","2020-05-11","4995","22.67"
"Brazil","2020-05-18","6548","31.09"
"Brazil","2020-05-25","6648","1.53"
"Brazil","2020-06-01","7141","7.42"
"Brazil","2020-06-08","6877","-3.70"
"Brazil","2020-06-15","7259","5.55"
"Brazil","2020-06-22","7031","-3.14"
"Brazil","2020-06-29","7245","3.04"
"Brazil","2020-07-06","7233","-0.17"
"Brazil","2020-07-13","7388","2.14"
"Brazil","2020-07-20","7516","1.73"
"Brazil","2020-07-27","614","-91.83"
"Brunei","2020-01-20","0",NULL
"Brunei","2020-01-27","0",NULL
"Brunei","2020-02-03","0",NULL
"Brunei","2020-02-10","0",NULL
"Brunei","2020-02-17","0",NULL
"Brunei","2020-02-24","0",NULL
"Brunei","2020-03-02","0",NULL
"Brunei","2020-03-09","0",NULL
"Brunei","2020-03-16","0",NULL
"Brunei","2020-03-23","1",NULL
